,name,brand,chipset,chipset_gen,ram,ram_max,vga,storage_type,storage,os,screen_size,screen_revolution,battery,webcam,weight,price,screen_pixels
75,Laptop Dell Workstation Mobile Precision 3581 vPro Enterprise (71024679) (i7-13800H/ 32GB RAM/1TB SSD/A1000 6GB/15.6 inch FHD/Win 11 Pro/Xám) ,Dell,Intel,i7,32,32,nvidia,SSD,1024,Windows 11,15.6,FHD,64,1,1.795 ,56349000,1920x1080
76,Laptop Asus Gaming TUF FX517ZC-HN079W (i5 12450H/8GB RAM/512GB SSD/15.6 FHD 144hz/RTX 3050 4GB/Win11/Trắng),Asus,Intel,i5,16,32,nvidia,SSD,512,Windows 11,15.6,FHD,76,1,2.4 ,19799000,1920x1080
77,Laptop Acer Gaming Predator Helios 300 PH315-55-751D (NH.QFTSV.002) (i7 12700H/16GB RAM/512GB SSD/RTX3070Ti 8G/15.6 inch QHD 165Hz/Win 11/Đen) ,Acer,Intel,i7,16,32,nvidia,SSD,512,Windows 11,15.6,QHD,90,1,2.3 ,46349000,2560x1440
78,Laptop Lenovo Legion Slim 5 16IRH8 (82YA00DTVN) (i7 13700H/16GB RAM/1TB SSD/16 WQXGA 165hz/RTX 4060 8G/Win11/Xám),Lenovo,Intel,i7,8,32,nvidia,SSD,1024,Windows 11,16,FHD,80,1,2.4 ,39849000,2560x1600
79,Laptop Dell Workstation Mobile Precision 3581 vPro Enterprise (71024677) (i7-13800H/32GB RAM/1TB SSD/RTX A500 4GB/15.6 inch FHD/ Win 11 Pro/Xám),Dell,Intel,i7,32,32,nvidia,SSD,1024,Windows 11,15.6,FHD,64,1,1.795 ,52849000,1920x1080
80,Laptop Acer Nitro 5 Eagle AN515-57-53F9 (NH.QENSV.008) (i5 11400H/8GB RAM/512GB SSD/RTX3050 4G/15.6 inch FHD 144Hz/Win 11/Đen),Acer,Intel,i5,8,32,nvidia,SSD,2048,Windows 11,15.6,FHD,90,1,2.2 ,20299000,1920x1080
81,Laptop Dell Gaming G15 5520 (71000334) (i7 12700H/16GB RAM/ 512GB SSD/RTX3060 6G/15.6 inch FHD 165Hz/ Win11/OfficeHS21/Xám đen) ,Dell,Intel,i7,16,32,nvidia,SSD,512,Windows 11,15.6,FHD,56,1,1.89,34349000,1920x1080
82,Laptop Acer Gaming Nitro 5 Tiger AN515-58-5935 (NH.QLZSV.001) (i5 12450H/8GB Ram/512GB SSD/RTX4050 6G/15.6 inch FHD 144Hz/Win 11/Đen) (2023),Acer,Intel,i5,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,90,1,2.5 ,26099000,1920x1080
83, Laptop Dell Workstation Mobile Precision 3571 vPro (i9 12900H/16GB RAM/512GB SSD/Nvidia T600 4G/15.6 inch FHD/Ubuntu/Xám),Dell,Intel,i9,16,32,nvidia,SSD,512,Ubuntu,15.6,FHD,64,1,1.79 ,16299000,1920x1080
84,Laptop Dell Workstation Mobile Precision 5570 vPro (i7 12800H/16GB RAM/512GB SSD/RTX A2000 8G/15.6 inch UHD+/Cảm ứng/Ubuntu/Xám/vỏ nhôm),Dell,Intel,i7,16,32,nvidia,SSD,512,Ubuntu,15.6,FHD,90,1,1.88 ,74349000,3840x2400
85,Laptop Gigabyte Gaming AORUS 17 (XE5-73VN534GH) (i7 12700H /16GB Ram/1TB SSD/RTX3070Ti 8G/17.3 inch FHD 360Hz/Win 11/Đen) ,Gigabyte,Intel,i7,16,32,nvidia,SSD,1024,Windows 11,17.3,FHD,99,1,2.7 ,54449000,1920x1080
86,Laptop Dell Workstation Mobile Precision 3571 vPro (i7 12800H/16GB RAM/512GB SSD/Nvidia T600 4G/15.6 inch FHD/Ubuntu/Xám),Dell,Intel,i7,16,32,nvidia,SSD,512,Ubuntu,15.6,FHD,64,1,1.79 ,41049000,1920x1080
87,Laptop Dell Workstation Mobile Precision 5570 vPro (i9 12900H/16GB RAM/512GB SSD/RTX A2000 8G/15.6 inch UHD+ Cảm ứng/Ubuntu/Xám/vỏ nhôm),Dell,Intel,i9,16,32,nvidia,SSD,512,Ubuntu,15.6,FHD,90,1,1.88 ,16299000,3840x2400
88,Laptop Gigabyte Gaming AORUS 15 (XE4-73VNB14GH) (i7 12700H /16GBRam/1TB SSD/RTX3070Ti 8G/15.6 inch QHD 165Hz/Win 11/Đen) (2022),Gigabyte,Intel,i7,16,32,nvidia,SSD,1024,Windows 11,15.6,FHD,99,1,2.4 ,37349000,1920x1080
89,Laptop Dell Workstation Mobile Precision 3571 vPro (i7 12800H/16GB RAM/512GB SSD/RTX A1000 4G/15.6 inch FHD/Ubuntu/Xám),Dell,Intel,i7,16,32,nvidia,SSD,512,Ubuntu,15.6,FHD,64,1,1.79 ,42049000,1920x1080
90,Laptop Dell Gaming G15 5520 (i7H165W11GR3050Ti) (i7 12700H/16GB RAM/ 512GB SSD/RTX3050Ti 4G/15.6 inch FHD 165Hz/Win11/OfficeHS21/Xám đen) ,Dell,Intel,i7,16,32,nvidia,SSD,512,Windows 11,15.6,FHD,56,1,1.89,34349000,1920x1080
91,Laptop Acer Gaming Nitro 5 AN515-58-79UJ (NH.QHYSV.001) (i7 12700H/16GB Ram/512GB SSD/RTX3060 6G/15.6 inch FHD 165Hz/Win 11/Đen) ,Acer,Intel,i7,16,32,nvidia,SSD,512,Windows 11,15.6,FHD,90,1,2.5 ,37839000,1920x1080
92,Laptop Acer Gaming Predator Helios Neo PHN16-71-59TN (NH.QLUSV.003) (i5 13500HX/16GB RAM/512GB SSD/RTX4060 8G/16 inch 2K 165Hz/Win 11/Đen/Vỏ nhôm) ,Acer,Intel,i5,16,32,nvidia,SSD,512,Windows 11,16,FHD,90,1,2.6 ,39999000,2560x1600
93,Laptop Asus Gaming ROG Strix G814JI-N6063W (i9 13980HX/32GB RAM/1TB SSD/18 WQXGA 240hz/RTX 4070 8GB/Win11/Balo/Xám),Asus,Intel,i9,32,32,nvidia,SSD,1024,Windows 11,18,QHD,90,1,3.00 ,16299000,2560x1600
94,Laptop Asus Gaming ROG Flow GZ301VU-MU301W (i9 13900H/16GB RAM/1TB SSD/13.4 QHD Cảm ứng/RTX 4050 6GB/Win11/Bút/Túi/Đen),Asus,Intel,i9,8,16,nvidia,SSD,1024,Windows 11,15.6,QHD,56,1,1.18 ,16299000,2560x1600
95,Laptop Asus Gaming ROG Flow X16 GV601VV-NL016W (i9 13900H/16GB RAM/1TB SSD/16 WQXGA 240hz/RTX 4060 8GB/Win11/Balo/Đen),Asus,Intel,i9,16,64,nvidia,SSD,1024,Windows 11,16,QHD,90,1,2.20 ,16299000,2560x1600
96,Laptop Asus Gaming ROG Strix G614JI-N4084W (i7 13650HX/16GB RAM/1TB SSD/16 QHD 240hz/RTX 4070 8GB/Win11/Balo/Xám),Asus,Intel,i7,16,32,nvidia,SSD,1024,Windows 11,16,FHD,90,1,2.50 ,53349000,1920x1200
97,"Laptop Asus Gaming ROG Strix G614JU-N3135W (i5 13450HX/8GB RAM/512GB SSD/16""WUXGA 165Hz/RTX 4050 6GB/Win11/Xám)",Asus,Intel,i5,8,32,nvidia,SSD,512,Windows 11,16,FHD,90,1,2.50 ,30299000,1920x1200
98,Laptop HP Gaming VICTUS 15-fa0115TX (7C0X1PA) (i5 12500H/8GB RAM/512GB SSD/15.6 FHD 144Hz/GTX 3050 4Gb/Win11/Đen),HP,Intel,i5,8,32,nvidia,SSD,512,Windows 11,16.1,FHD,70,1,2.4 ,21299000,1920x1080
99,Laptop MSI Gaming GF63 Thin (11UD-473VN) (i5 11400H/8GB RAM/512GBSSD/RTX3050Ti 4G/15.6 inch FHD/Win11),MSI,Intel,i5,8,32,nvidia,SSD,512,Windows 10,15.6,FHD,51,1,1.86 ,21290000,1920x1080
100,Laptop Asus Gaming TUF FX506HE-HN377W (i7 11800H/8GB RAM/512GB SSD/15.6 FHD 144hz/RTX 3050Ti 4GB/Win11/Đen),Asus,Intel,i7,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,48,0,2.4 ,19349000,1920x1080
101,Laptop Acer Gaming Predator Helios Neo PHN16-71-54CD (NH.QLTSV.001) (i5 13500HX/8GB RAM/512GB SSD/RTX4050 6G/16 inch 2K 165Hz/Win 11/Đen/Vỏ nhôm) ,Acer,Intel,i5,8,32,nvidia,SSD,512,Windows 11,16,FHD,90,1,2.6 ,34999000,2560x1600
102,Laptop MSI Gaming Crosshair 15 (B12UEZ-460VN) (i7 12700H/ 16GB RAM/1TB SSD/RTX3060 6G/15.6 inch QHD 165Hz/win 11) (2022) ,MSI,Intel,i7,16,64,nvidia,SSD,1024,Windows 11,15.6,QHD,90,1,2.3 ,20840000,2560x1440
103,Laptop MSI Gaming Cyborg 15 (A12UC-621VN) ((i5 12450H/8GB/512GB SSD/RTX3050 4GB/15.6 inch FHD 144Hz/Win11/Đen) (2023),MSI,Intel,i5,8,64,nvidia,SSD,512,Windows 11,15.6,FHD,5,1,1.98 ,20290000,1920x1080
104,Laptop MSI Gaming Katana GF66 (12UDK-814VN) (i7 12650H 16GB RAM/512GB SSD/RTX3050Ti 4G/15.6 inch FHD 144Hz/Win11/Đen),MSI,Intel,i7,16,64,nvidia,SSD,512,Windows 11,15.6,FHD,5,1,2.1 ,25340000,1920x1080
105,Laptop MSI Gaming Cyborg 15 (A13UC-861VN) (i5-13420H /16GB/512GB SSD/RTX 3050 4GB/ 15.6FHD 144Hz IPS/Win11/Đen) (2024),MSI,Intel,i5,16,96,nvidia,SSD,512,Windows 11,15.6,FHD,5,1,1.98 ,21799000,1920x1080
106,Laptop Dell Workstation Mobile Precision 3581 vPro Enterprise (71023331) (i7-13800H/16GB RAM/512GB SSD/RTX A500 4GB/15.6 inch FHD/Ubuntu/Xám) ,Dell,Intel,i7,16,32,nvidia,SSD,512,Ubuntu,15.6,FHD,64,1,1.795 ,43349000,1920x1080
107,Laptop MSI Gaming GE68 HX Raider (14VIG-496VN) (I9 14900HX/32GB RAM/ 2TB SSD/RTX4090 16GB/16.0 inch QHD+ 240Hz/ Win11/Đen) (2024),MSI,Intel,i9,32,96,nvidia,SSD,2048,Windows 11,16,QHD,90,1,2.75 ,16299000,2560x1600
108,Laptop MSI Gaming Katana GF66 (11UE-824VN) (i7 11800H 16GB RAM/512GB SSD/RTX3060 6G/15.6 inch FHD 144Hz/Win11/Đen) ,MSI,Intel,i7,16,32,nvidia,SSD,512,Windows 10,15.6,FHD,5,1,2.1 ,27340000,1920x1080
109,Laptop MSI Creator Z17 (A12UGST-051VN) (i9 12900H 32GB RAM/2TB SSD/RTX3070Ti Max Q 8G/17.0 inch QHD+ 165Hz Touch/Win 11/Xám) (2022,MSI,Intel,i9,16,64,nvidia,SSD,2048,Windows 11,17,QHD,90,1,2.45,16299000,1920x1080
110,Laptop MSI Gaming Stealth 14 AI Studio A1VFG-050VN (Core Ultra 7 155H/32GB/1TB SSD/RTX4060 8GB/14 inch 2.8K OLED/Win11/Xanh) (2024),MSI,Intel,i5,32,96,nvidia,SSD,1024,Windows 11,15.6,FHD,65,1,1.7 ,62340000,1920x1080
111,Laptop Asus Gaming ROG Strix SCAR G634JZR-NM009W (i9 14900HX/64GB RAM/2TB SSD/16 QHD 240Hz/RTX 4080 12GB/Win11/Đen/Balo/Chuột),Asus,Intel,i9,12,32,nvidia,SSD,2048,Windows 11,16,QHD,90,1,2.65 ,16299000,2560x1600
112,Laptop MSI Gaming GF63 Thin (11SC-664VN) (i5-11400H/8GB RAM/512GB SSD/GTX1650 4GB/15.6 inch FHD 144Hz/Win11/Đen),MSI,Intel,i5,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,51,1,1.86 ,14490000,1920x1080
113,Laptop Gigabyte G5 (MF-E2VN333SH) (i5 12500H /8GB RAM/512GB SSD/RTX4050 6G/15.6 inch FHD 144Hz/Win 11/Đen),Gigabyte,Intel,i5,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,54,1,1.9 ,22300000,1920x1080
114,Laptop Gigabyte Gaming G5 (GE-51VN263SH) (i5 12500H /8GB Ram/512GB SSD/RTX3050 4G/15.6 inch FHD 144Hz/Win 11/Đen),Gigabyte,Intel,i5,8,64,nvidia,HDD,512,Windows 11,15.6,FHD,54,1,1.9 ,19299000,1920x1080
115,Laptop Asus Gaming ROG Strix G614JV-N4455W (i7 13650HX/16GB RAM/512GB SSD/16 QHD 240hz/RTX 4060 8GB/Win11/Balo/Xám),Asus,Intel,i7,16,32,nvidia,SSD,512,Windows 11,16,QHD,90,1,2.50 ,42349000,2560x1600
116,Laptop Lenovo Legion 5 Pro 16IRX8 (82WK00ANVN) (i9 13900HX/16GB RAM/1TB SSD/16 WQXGA 165hz/RTX 4070 8G/Win11/Xám),Lenovo,Intel,i9,8,32,nvidia,SSD,1024,Windows 11,16,FHD,80,1,2.55 ,16299000,2560x1600
117,Laptop Acer Gaming Predator Helios 16 PH16-71-72BV (NH.QJRSV.001) (i7 13700HX/16GB RAM512GB SSD/RTX4070 8G/16 inch 2K 240Hz/Win 11/Đen/vỏ nhôm) ,Acer,Intel,i7,32,32,nvidia,SSD,512,Windows 11,16,FHD,90,1,2.6 ,53349000,2560x1600
118,Laptop Acer Gaming Predator Helios Neo PHN16-71-74BA (NH.QLUSV.004) (i7 13700HX/16GB RAM/512GB SSD/RTX4060 8G/16 inch 2K 165Hz/Win 11/Đen/Vỏ nhôm),Acer,Intel,i7,16,32,nvidia,SSD,512,Windows 11,16,FHD,90,1,2.6 ,40349000,2560x1600
119,Laptop Lenovo Legion 5 Pro 16IRX8 (82WK00APVN) (i9 13900HX/16GB RAM/1TB SSD/16 WQXGA 165hz/RTX 4060 8G/Win11/Xám),Lenovo,Intel,i9,8,32,nvidia,SSD,1024,Windows 11,16,FHD,80,1,2.55 ,16299000,2560x1600
120,Laptop Acer Gaming Predator Helios Neo PHN16-71-779X (NH.QLUSV.00B) (i7-13700HX/16GB RAM/512GB SSD/RTX4060 8G/16 inch 2K 165Hz/Win 11/Đen),Acer,Intel,i7,16,32,nvidia,SSD,512,Windows 11,16,FHD,90,1,2.7 ,41849000,2560x1600
121,Laptop Acer Gaming Predator Helios Neo PHN16-71-53M7 (NH.QLUSV.005) (i5-13500HX /16GB RAM/512GB SSD/RTX4060 8G/16 inch FHD+ 165Hz/Win 11/Đen) (2023),Acer,Intel,i5,16,32,nvidia,SSD,512,Windows 11,16,FHD,90,1,2.6 ,16299000,1920x1200
122,Laptop Lenovo Legion 5 Pro 16IAH7H (82RF0043VN) (i7 12700H/16GB RAM/512GB SSD/16 WQXGA 165hz/RTX 3060 6G/Win11/Xám),Lenovo,Intel,i7,16,32,nvidia,SSD,512,Windows 11,15.6,FHD,80,1,2.4 ,35349000,1920x1080
123,LAPTOP ACER GAMING ASPIRE 7 A715-76-57CY (NH.QGESV.004) (I5 12450H/8GB RAM/512GB SSD/15.6 INCH FHD//WIN11/ĐEN/VỎ NHÔM),Acer,Intel,i5,8,32,intel,SSD,512,Windows 11,15.6,FHD,50,1,2.1,13299000,1920x1080
124,Laptop Acer Gaming Nitro 5 Tiger AN515-58-773Y (NH.QFKSV.001) (i7 12700H/8GB Ram/512GB SSD/RTX3050Ti 4G/15.6 inch FHD 144Hz/Win 11/Đen) (2022),Acer ,Intel,i7,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,90,1,2.5 ,25849000,1920x1080
125,Laptop Lenovo Legion Slim 5 16IRH8 (82YA00BSVN) (i5 13500H/16GB RAM/512GB SSD/16 WQXGA 165hz/RTX 4050 6G/Win11/Xám),Lenovo,Intel,i5,8,32,nvidia,SSD,512,Windows 11,16,FHD,80,1,2.55 ,32299000,2560x1600
126,Laptop Acer Gaming Nitro 5 AN515-58-769J (NH.QFHSV.003) (i7 12700H/8GB Ram/512GB SSD/RTX3050 4G/15.6 inch FHD 144Hz/Win 11/Đen) ,Acer,Intel,i7,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,90,1,2.5 ,22349000,1920x1080
127,Laptop Acer Gaming Predator Helios 16 PHN16-72-94KC (NH.QNMSV.005) (i9 14900HX/16GB RAM/1TB SSD/RTX4070 8G/16 inch 2K 240Hz/Win 11/Đen) ,Acer,Intel,i9,16,32,nvidia,SSD,1024,Windows 11,16,FHD,90,1,2.8 ,16299000,2560x1600
128,Laptop Lenovo Gaming LOQ 15IRX9 (83DV000MVN) (i5 13450HX/16GB RAM/512GB SSD/15.6 FHD 144hz/RTX 4050 6G/Win11/Xám),Lenovo,Intel,i5,16,32,nvidia,SSD,512,Windows 11,15.6,FHD,60,1,2.4 ,25999000,1920x1080
129,Laptop Lenovo Gaming LOQ 15IAX9 (83GS001SVN) (i5 12450HX/12GB RAM/512GB SSD/15.6 FHD 144hz/RTX 2050 4GB/Win11/Xám),Lenovo,Intel,i5,12,32,nvidia,SSD,512,Windows 11,15.6,FHD,60,1,2.4 ,18299000,1920x1080
130,Laptop Lenovo Gaming LOQ 15IAX9 (83GS001RVN) (i5 12450HX/12GB RAM/512GB SSD/15.6 FHD 144hz/RTX 3050 6G/Win11/Xám),Lenovo,Intel,i5,12,32,nvidia,SSD,512,Windows 11,15.6,FHD,60,1,2.4 ,20299000,1920x1080
131,Laptop Acer Gaming Nitro V ANV15-51-75GS (NH.QN8SV.005) (i7-13620H/16GB RAM/512GB SSD/RTX4050 6GB/15.6 inch FHD 144Hz/Win11/Đen),Acer,Intel,i7,16,32,nvidia,SSD,512,Windows 11,15.6,FHD,90,1,2.1,29949000,1920x1080
132,Laptop Acer Gaming Nitro V ANV15-51-55CA (NH.QN8SV.004) (i5 13420H/16GB RAM/512GB SSD/RTX4050 6G/15.6inch FHD/Win11/Đen) ,Acer,Intel,i5,16,32,nvidia,SSD,2048,Windows 11,15.6,FHD,90,1,2.4 ,27299000,1920x1080
133,Laptop Acer Aspire 7 A715-76G-73FM (NH.QMYSV.004) (i7 12650H/16GB/512GB SSD/ RTX2050 4G/15.6FHD 144Hz/ Win11/Đen),Acer,Intel,i7,16,32,nvidia,SSD,512,Windows 11,15.6,FHD,50,1,2.1,24349000,1920x1080
134,Laptop Gigabyte Gaming G5 (MF5-52VN353SH) (i5 13500H /16GB RAM/512GB SSD/RTX4050 6G/15.6 inch FHD 144Hz/Win 11/Đen),Gigabyte,Intel,i5,16,32,nvidia,SSD,512,Windows 11,15.6,FHD,54,1,1.9 ,16299000,1920x1080
135,Laptop Lenovo Gaming LOQ 15IAX9 (83GS000RVN) (i5 12450HX/16GB RAM/512GB SSD/15.6 FHD 144hz/RTX4050 6G/Win11/Xám),Lenovo,Intel,i5,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,60,1,2.4 ,24299000,1920x1080
136,Laptop Gigabyte Gaming G5 (MF-F2PH333SH) (i5 12450H /8GB RAM/512GB SSD/RTX4050 6G/15.6 inch FHD 144Hz/Win 11/Đen),Gigabyte,Intel,i5,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,54,1,1.9 ,16299000,1920x1080
137,Laptop Acer Gaming Aspire 7 A715-76G-59MW (NH.QMYSV.001) (i5 12450H/8GB RAM/512GB SSD/RTX2050 4G/15.6 inch FHD//Win11/Đen/Vỏ nhôm) (2023),Acer,Intel,i5,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,50,1,2.1,18299000,1920x1080
138,Laptop Gigabyte Gaming G6 (KF-H3VN853SH) (i7 13620H /16GB RAM/512GB SSD/RTX4060 8G/16.0 inch FHD+ 165Hz/Win 11/Đen) (2024) ,Gigabyte,Intel,i7,16,32,nvidia,SSD,512,Windows 11,16.0,FHD,54,1,2.3 ,16299000,1920x1200
139,Laptop Asus Gaming TUF FX507VI-LP088W (i7 13620H/16GB RAM/512GB SSD/15.6 FHD 144hz/RTX4070 8GB/Win11/Xám),Asus,Intel,i7,16,32,nvidia,SSD,512,Windows 11,15.6,FHD,90,1,2.20 ,37349000,1920x1080
140,Laptop Asus ZenBook Duo UX8406MA-PZ142W(Ultra9 185H/32GB RAM/1TB SSD/14 3K Cảm ứng/Win11/Xám/Bút+Túi+Cáp),Asus,Intel,i5,32,32,intel,SSD,1024,Windows 11,14.0,FHD,75,1,2.4 ,16299000,1920x1080
141,	Laptop MSI Gaming GF63 Thin (11UC-1228VN) (i7-11800H/8GB RAM/512GB SSD/RTX3050 4GB/15.6 inch FHD 144Hz/Win11/Đen),MSI,Intel,i7,8,32,nvidia,SSD,512,Windows 11,15.6,FHD,51,1,1.86 ,18340000,1920x1080
142,Laptop Dell Vostro 3430 (71021669) (i5 1335U 16GB RAM/512GB SSD/ 14.0FHD/Win11/OfficeHS21/Xám),Dell,Intel,i5,16,32,intel,SSD,512,Windows 11,14.0,FHD,41,1,1.44,16299000,1920x1080
143,Laptop Acer Swift 3 SF314-512-56QN (NX.K0FSV.002) (i5-1240P/16GB RAM/512GB SSD/14.0 inch QHD IPS/Win11/Bạc/vỏ nhôm) ,Acer,Intel,i5,16,32,intel,SSD,512,Windows 11,14.0,QHD,56,1,1.2,18799000,2560x1440
144,Laptop Dell Vostro 3430 (71011900) (i5 1335U 8GB RAM/512GB SSD/ 14.0FHD/Win11/OfficeHS21/Xám),Dell,Intel,i5,8,32,intel,SSD,512,Windows 11,14.0,FHD,41,1,1.44,16699000,1920x1080
145,Laptop Acer Aspire 5 A515-58M-951T (NX.KQ8SV.001) (i9 13900H/16GB RAM/512GB SSD/15.6 inch FHD IPS/Win11/Xám) (2023),Acer,Intel,i9,16,32,intel,SSD,512,Windows 11,15.6,FHD,50,1,1.7,16299000,1920x1080
146,Laptop Acer Aspire Lite AL15-51M-55NB (NX.KRSSV.001) (i5 1155G7/8GB/512GB SSD/15.6FHD/Win 11/vỏ kim loại/Đen) ,Acer,Intel,i5,8,32,intel,SSD,512,Windows 11,15.6,FHD,36,1,1.7,11799000,1920x1080
147,Laptop Acer Aspire 7 A715-76-53PJ (NH.QGESV.007) (i5 12450H/16GB RAM/512GB SSD/15.6 inch FHD/Win11/Đen),Acer,Intel,i5,16,32,intel,SSD,512,Windows 11,15.6,FHD,50,1,2.1,16299000,1920x1080
148,Asus Vivobook 15 OLED A1505VA - L1114W (i5 13500H/16GB RAM/512GB SSD/15.6 Oled/Win11/Đen),Asus,Intel,i5,16,32,nvidia,SSD,512,Windows 11,15.6,FHD,50,1,1.70 ,18299000,1920x1080
149,Laptop Acer Aspire 3 A315-510P-34XZ (NX.KDHSV.006) (i3-N305/8GB RAM/512GB SSD/15.6 inch FHD/Win11/Bạc),Acer,Intel,i3,8,32,intel,SSD,512,Windows 11,15.6,FHD,40,1,1.7,9499000,1920x1080
150,Laptop Apple Macbook Air (MRXT3SA/A) (Apple M3/8C CPU/10C GPU/8GB RAM/256GB SSD/13.6 inch/Mac OS/Trắng) (2024),Apple,Apple,M3,8,16,apple,SSD,256,Mac OS,13.6,FHD,6,1,1.24 ,16299000,2560x1664
