os,ram,vga,battery,weight,price,webcam,chipset,chipset_gen,screen_size,screen_width,screen_height,screen_revolution,storage_type,storage,brand,ram_max
Win,8,intel,41,0.56,18999000,0,Intel,i3,10.5,1280,1920,FHD,SSD,128,Microsoft,16
Win,8,intel,41,0.56,21499000,0,Intel,i3,10.5,1280,1920,FHD,SSD,128,Microsoft,16
Win,16,amd,40,0.61,17490000,1,AMD,Ryzen 1,15.6,1920,1080,FHD,SSD,512,Asus,24
Win,8,intel,50,0.8,13990000,1,Intel,i3,13.3,1920,1080,FHD,SSD,256,Asus,12
Win,16,intel,64,0.89,30190000,1,Intel,i7,14,1920,1200,WUXGA,SSD,1024,Dell,24
Win,16,intel,65,0.9,28390000,1,Intel,i5,13.3,1920,1080,FHD,SSD,512,Dell,24
Win,16,intel,65,0.9,26490000,1,Intel,i7,13.3,1920,1080,FHD,SSD,1024,Dell,24
Win,16,intel,65,0.9,33390000,1,Intel,i7,13.3,1920,1080,FHD,SSD,512,Dell,24
Win,16,intel,48,0.91,16890000,1,Intel,i5,13,2160,1350,2K,SSD,512,Lenovo,24
Win,16,intel,48,0.91,17990000,1,Intel,i5,13,2160,1350,2K,SSD,512,Lenovo,24
Win,16,intel,48,0.91,19990000,1,Intel,i7,13,2160,1350,2K,SSD,512,Lenovo,24
Win,16,intel,48,0.91,20990000,1,Intel,i7,13,2160,1350,2K,SSD,512,Lenovo,24
Win,16,intel,48,0.91,20990000,1,Intel,i7,13,2160,1350,2K,SSD,512,Lenovo,24
Win,16,intel,48,0.91,19490000,1,Intel,i5,13,2160,1350,2K,SSD,512,Lenovo,24
Win,16,intel,55,0.97,49890000,1,Intel,i7,13,2160,1350,2K,SSD,512,Lenovo,24
Win,16,intel,60,0.99,33990000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,LG,24
Win,16,intel,68,0.99,49390000,1,Intel,i7,13.5,1920,1280,WUXGA,SSD,1024,HP,24
Win,16,intel,68,0.99,48990000,1,Intel,i7,13.5,1920,1280,WUXGA,SSD,1024,HP,24
No OS,8,intel,72,1,20490000,1,Intel,i5,14,1920,1200,WUXGA,SSD,256,LG,12
Win,16,intel,72,1,30490000,1,Intel,i5,14,2880,1800,FHD,SSD,512,LG,24
Win,16,intel,72,1,25490000,1,Intel,i5,14,1920,1200,WUXGA,SSD,256,LG,24
Win,16,intel,72,1,31490000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,LG,24
No OS,8,intel,72,1,20490000,1,Intel,i5,14,1920,1200,WUXGA,SSD,256,LG,12
Win,16,intel,63,1,32990000,1,Intel,i7,13.3,2880,1800,2.8K,SSD,512,Asus,24
Win,32,intel,63,1,37990000,1,Intel,i7,13.3,2880,1800,2.8K,SSD,1024,Asus,48
Win,16,intel,63,1,32999000,0,Intel,i7,14,1920,1080,FHD,SSD,512,Asus,32
Win,31,intel,63,1,37999000,0,Intel,i7,14,1920,1080,FHD,SSD,1024,Asus,62
Win,8,intel,66,1.01,16490000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Asus,12
Win,4,intel,38,1.05,4990000,1,Intel,i7,15.6,1366,768,FHD,SSD,128,Asus,6
Win,16,nvidia,61,1.1,31999000,1,AMD,Ryzen 7,14,2880,1800,FHD,SSD,1024,Lenovo,16
Win,16,intel,75,1.1,26999000,1,Intel,i7,14,2880,1800,FHD,SSD,512,Asus,16
Win,16,intel,41,1.12,35990000,1,Intel,i7,13.3,1920,1200,WUXGA,SSD,512,Lenovo,24
Win,16,intel,57,1.12,46990000,1,Intel,i5,14,2880,1800,2.8K,SSD,1024,Lenovo,24
Win,16,intel,57,1.12,48990000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,Lenovo,24
Win,16,intel,57,1.12,49690000,1,Intel,i7,14,2880,1800,2.8K,SSD,1024,Lenovo,24
Win,16,intel,57,1.12,43990000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,Lenovo,24
Win,16,intel,90,1.12,47290000,1,Intel,i7,14,2240,1400,2.2K,SSD,512,Lenovo,24
Win,16,intel,60,1.13,22690000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Dell,24
Win,16,intel,60,1.13,18990000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Dell,24
Win,16,intel,66,1.13,16990000,1,Intel,i7,13.3,1920,1080,FHD,SSD,512,Asus,24
No OS,16,intel,41,1.14,27690000,1,Intel,i5,13.3,1920,1200,WUXGA,SSD,512,Lenovo,24
No OS,32,intel,41,1.14,33990000,1,Intel,i7,13.3,1920,1200,WUXGA,SSD,512,Lenovo,48
Win,16,intel,41,1.15,17999000,1,Intel,i5,13.3,1920,1080,FHD,SSD,256,Dell,16
Ubuntu,16,intel,57,1.15,38690000,1,Intel,i5,13.3,1920,1200,FHD,SSD,512,Dell,24
Fedora,16,intel,57,1.15,37890000,1,Intel,i7,13.3,1920,1200,FHD,SSD,512,Dell,24
Win,4,intel,54,1.16,9490000,1,Intel,i3,13.3,1920,1080,FHD,SSD,128,Dell,6
Win,8,nvidia,47,1.17,13999000,1,AMD,Ryzen 5,14,1920,1080,FHD,SSD,512,Lenovo,8
Win,8,nvidia,47,1.17,13999000,1,AMD,Ryzen 5,14,1920,1080,FHD,SSD,512,Lenovo,8
Win,16,intel,54,1.17,30990000,1,Intel,i5,13.4,1920,1200,FHD,SSD,512,Dell,24
Win,16,intel,54,1.17,35490000,1,Intel,i7,13.4,1920,1200,FHD,SSD,512,Dell,24
Win,8,intel,54,1.17,24990000,1,Intel,i5,13.4,1920,1200,FHD,SSD,512,Dell,12
Win,16,intel,54,1.17,35490000,1,Intel,i7,13.4,1920,1200,FHD,SSD,512,Dell,24
Win,32,intel,50,1.18,31990000,1,Intel,i7,13.3,2560,1600,QHD,SSD,512,Dell,48
Win,16,nvidia,56,1.18,52490000,1,Intel,i9,13.4,2560,1600,FHD,SSD,1024,Asus,24
Win,16,nvidia,56,1.18,42990000,1,Intel,i9,13.4,1920,1200,WUXGA,SSD,1024,Asus,24
Win,8,nvidia,56,1.18,52999000,1,Intel,i9,15.6,2560,1600,QHD,SSD,1024,Asus,16
Win,16,amd,48,1.19,14990000,1,AMD,Ryzen 5,14,1920,1080,FHD,SSD,512,Acer,24
Win,16,intel,56,1.19,16699000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Acer,32
Win,16,intel,56,1.19,16699000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Acer,32
No OS,16,intel,80,1.2,34290000,1,Intel,i5,16,2560,1600,FHD,SSD,512,LG,24
Win,16,intel,80,1.2,37990000,1,Intel,i7,16,2560,1600,FHD,SSD,512,LG,24
Win,16,intel,80,1.2,22990000,1,Intel,i5,16,2560,1600,FHD,SSD,256,LG,24
No OS,8,intel,80,1.2,18990000,1,Intel,i5,16,2560,1600,FHD,SSD,256,LG,12
No OS,32,intel,41,1.2,36790000,1,Intel,i7,13.3,1920,1200,WUXGA,SSD,512,Lenovo,48
Win,16,amd,41,1.2,15999000,1,AMD,Ryzen 5,14,1920,1080,FHD,SSD,512,Acer,32
Win,16,intel,50,1.2,18690000,1,AMD,Ryzen 5,14,1920,1080,FHD,SSD,1024,Acer,24
Win,16,amd,50,1.2,18999000,1,AMD,Ryzen 5,14,1920,1080,FHD,SSD,1024,Acer,16
Win,16,intel,56,1.2,26499000,1,Intel,i7,14,2560,1440,QHD,SSD,1024,Acer,16
Win,16,intel,56,1.2,18499000,1,Intel,i5,14,2560,1440,QHD,SSD,512,Acer,32
Win,16,intel,56,1.2,18499000,1,Intel,i5,14,2560,1440,QHD,SSD,512,Acer,32
Win,16,intel,65,1.2,27990000,1,Intel,i7,14,2880,1800,2.8K,SSD,512,Acer,24
Win,16,intel,65,1.2,23990000,1,Intel,i5,14,2880,1800,2.8K,SSD,512,Acer,24
Win,8,intel,66,1.2,20999000,1,Intel,i5,13.3,1920,1080,FHD,SSD,512,Asus,16
Win,32,intel,86,1.2,32990000,1,Intel,i7,14,2560,1600,QHD,SSD,512,Dell,48
Win,16,intel,51,1.21,45990000,1,Intel,i7,14,1920,1200,WUXGA,SSD,1024,HP,24
Win,16,intel,51,1.21,41990000,1,Intel,i7,13.3,1920,1200,WUXGA,SSD,512,HP,24
Win,16,intel,51,1.21,44990000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,HP,24
Win,16,intel,41,1.22,24990000,1,Intel,i5,14,1920,1080,FHD,SSD,256,Dell,24
Dos,16,intel,46,1.22,32999000,1,Intel,i7,13.3,1920,1200,WUXGA,SSD,512,Lenovo,16
Win,8,amd,50,1.22,14699000,1,AMD,Ryzen 5,14,2880,1800,FHD,SSD,512,Asus,24
Win,8,amd,50,1.22,14699000,1,AMD,Ryzen 5,14,2880,1800,FHD,SSD,512,Asus,24
,8,intel,54,1.22,21990000,1,Intel,i5,13.3,1920,1080,FHD,SSD,256,Dell,12
Win,16,intel,55,1.23,49999000,1,Intel,i5,13.4,3456,2160,FHD,SSD,512,Dell,32
Win,16,intel,52,1.24,37890000,1,Intel,i7,13.4,1920,1200,FHD,SSD,512,Dell,24
Mac OS,8,intel,56.6,1.24,26799000,1,Apple, M2,13.6,2560,1664,FHD,SSD,256,Apple,16
Mac OS,8,intel,56.6,1.24,26799000,1,Apple, M2,13.6,2560,1664,FHD,SSD,256,Apple,16
Mac OS,8,intel,56.6,1.24,26799000,1,Apple, M2,13.6,2560,1664,FHD,SSD,256,Apple,16
Mac OS,8,intel,56.6,1.24,26799000,1,Apple, M2,13.6,2560,1664,FHD,SSD,256,Apple,16
Win,32,intel,41,1.25,39990000,1,Intel,i7,13.3,1920,1200,WUXGA,SSD,1024,Lenovo,48
Win,16,intel,56,1.25,18390000,1,Intel,i5,14,2560,1440,QHD,SSD,512,Acer,24
Win,16,intel,57,1.25,31490000,1,Intel,i5,14,2240,1400,2.2K,SSD,512,Lenovo,24
No OS,16,intel,57,1.25,32890000,1,Intel,i7,14,2240,1400,2.2K,SSD,512,Lenovo,24
Win,16,intel,57,1.25,35690000,1,Intel,i7,14,2240,1400,2.2K,SSD,512,Lenovo,24
No OS,16,intel,57,1.25,28990000,1,Intel,i5,14,2240,1400,2.2K,SSD,512,Lenovo,24
Win,16,intel,58,1.25,31990000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Dell,24
Win,16,intel,58,1.25,25990000,1,Intel,i7,14,1920,1080,FHD,SSD,256,Dell,24
Win,16,intel,58,1.25,29990000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Dell,24
Win,16,intel,58,1.25,26990000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Dell,24
Win,16,intel,58,1.25,22990000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Dell,24
Win,16,intel,58,1.25,26590000,1,Intel,i7,14,1920,1080,FHD,SSD,256,Dell,24
Win,16,intel,72,1.25,31490000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,LG,24
Win,16,intel,80,1.25,34990000,1,Intel,i5,16,3200,2000,QHD,SSD,512,LG,24
Dos,8,intel,45,1.26,20199000,1,Intel,i5,13.3,1920,1080,FHD,SSD,512,Dell,32
No OS,8,intel,46,1.26,18690000,1,Intel,i5,13.3,1920,1200,WUXGA,SSD,512,Lenovo,12
No OS,16,intel,46,1.26,19490000,1,Intel,i5,13.3,1920,1200,WUXGA,SSD,512,Lenovo,24
Dos,16,intel,46,1.26,21999000,1,Intel,i7,13.3,1920,1200,WUXGA,SSD,512,Lenovo,16
Dos,16,intel,46,1.26,21999000,1,Intel,i7,13.3,1920,1200,WUXGA,SSD,512,Lenovo,16
Win,16,intel,55,1.26,57590000,1,Intel,i7,13.4,3456,2160,3.5K,SSD,512,Dell,24
Win,32,intel,55,1.26,45990000,1,Intel,i7,13.4,3456,2160,3.5K,SSD,1024,Dell,48
Win,16,intel,55,1.26,57990000,1,Intel,i7,13.4,3456,2160,3.5K,SSD,512,Dell,24
Win,32,intel,55,1.26,59990000,1,Intel,i7,13.4,3456,2160,3.5K,SSD,1024,Dell,48
Win,16,intel,55,1.26,50490000,1,Intel,i5,13.4,3456,2160,3.5K,SSD,512,Dell,24
Win,16,intel,55,1.26,38890000,1,Intel,i7,13.4,3456,2160,3.5K,SSD,512,Dell,24
Win,8,amd,56,1.26,16990000,1,AMD,Ryzen 7,13.3,1920,1200,WUXGA,SSD,512,Lenovo,12
Win,4,intel,45,1.26,17999000,1,Intel,i5,14,1920,1080,FHD,SSD,256,Dell,8
Win,16,intel,75,1.27,28999000,1,Intel,i7,14,2880,1800,FHD,SSD,512,Asus,16
Win,16,intel,75,1.27,25599000,1,Intel,i5,14,2880,1800,FHD,SSD,512,Asus,16
Win,16,amd,41,1.28,20890000,1,AMD,Ryzen 5,13.3,2560,1600,FHD,SSD,512,Lenovo,24
Win,8,intel,41,1.28,21499000,1,Intel,i7,13.3,1920,1080,FHD,SSD,512,HP,16
Win,8,intel,41,1.28,19599000,1,Intel,i5,13.3,1920,1080,FHD,SSD,512,HP,16
Win,8,intel,42,1.28,17990000,1,Intel,i5,13.3,1920,1080,FHD,SSD,256,HP,12
Win,8,intel,42,1.28,19990000,1,Intel,i7,13.3,1920,1080,FHD,SSD,512,HP,12
Win,16,intel,42,1.28,25990000,1,Intel,i7,13.3,1920,1080,FHD,SSD,512,HP,24
Win,8,intel,51,1.28,35990000,1,Intel,i7,13.3,1920,1200,WUXGA,SSD,512,HP,12
Win,16,intel,40,1.29,55490000,1,Intel,i7,14,1920,1200,FHD,SSD,512,Dell,24
No OS,8,intel,41,1.29,20490000,1,Intel,i5,13.3,1920,1200,WUXGA,SSD,512,Lenovo,12
Win,8,intel,47,1.29,20499000,1,Intel,i5,13.3,1920,1200,WUXGA,SSD,512,Lenovo,8
Mac OS,8,intel,49.9,1.29,19099000,1,Apple, M1,13.3,2560,1600,FHD,SSD,256,Dell,16
Mac OS,8,intel,49.9,1.29,19099000,1,Apple, M1,13.3,2560,1600,FHD,SSD,256,Dell,8
Mac OS,16,intel,49.9,1.29,31009000,1,Apple, M1,13.3,2560,1600,FHD,SSD,256,Dell,16
Mac OS,16,intel,49.9,1.29,36859000,1,Apple, M1,13.3,2560,1600,FHD,SSD,512,Dell,16
Mac OS,16,intel,90,1.29,34990000,1,Intel,i7,14,2880,1800,3K,SSD,512,Dell,24
Mac OS,16,intel,90,1.29,34990000,1,Intel,i7,14,2880,1800,3K,SSD,512,Dell,24
Win,16,nvidia,90,1.3,38990000,1,Intel,i7,16,2560,1600,FHD,SSD,512,LG,24
Win,8,intel,42,1.3,8499000,0,AMD,Ryzen 3,14,1920,1080,FHD,SSD,256,Asus,16
Win,16,intel,55,1.3,51690000,1,Intel,i7,13,2160,1350,2K,SSD,512,Lenovo,24
Win,16,intel,56,1.3,52690000,1,Intel,i7,13,2160,1350,2K,SSD,1024,Lenovo,24
Win,16,nvidia,75,1.3,43990000,1,AMD,Ryzen 9,13.4,2560,1600,QHD,SSD,1024,Asus,24
Win,16,nvidia,96,1.3,27999000,1,AMD,Ryzen 5,16,3840,2400,4K,SSD,512,Asus,16
Win,16,intel,51,1.31,43990000,1,Intel,i7,14,1920,1080,FHD,SSD,512,HP,24
Win,8,intel,63,1.31,14990000,1,Intel,i5,14,1920,1080,FHD,SSD,256,Dell,12
Win,16,intel,51,1.32,27999000,1,Intel,i7,13.3,2560,1440,QHD,SSD,512,HP,16
Win,16,intel,51,1.32,23499000,1,Intel,i5,13.3,1920,1080,FHD,SSD,512,HP,16
No OS,16,intel,55,1.32,30690000,1,Intel,i7,14,2240,1400,2.2K,SSD,512,Lenovo,24
No OS,32,intel,55,1.32,35690000,1,Intel,i7,14,2240,1400,2.2K,SSD,512,Lenovo,48
Win,32,intel,55,1.32,37990000,1,Intel,i7,14,2240,1400,2.2K,SSD,512,Lenovo,48
No OS,16,intel,56,1.32,27690000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,Lenovo,24
No OS,16,intel,56,1.32,26990000,1,Intel,i5,14,2240,1400,2.2K,SSD,512,Lenovo,24
Win,16,intel,60,1.32,36990000,1,Intel,i7,14,2240,1400,2.2K,SSD,512,Lenovo,24
Win,32,intel,60,1.32,33490000,1,Intel,i5,14,2240,1400,2.2K,SSD,512,Lenovo,48
No OS,32,intel,60,1.32,28490000,1,Intel,i5,14,2240,1400,2.2K,SSD,512,Lenovo,48
Ubuntu,16,intel,54,1.33,38790000,1,Intel,i7,14,1920,1200,FHD,SSD,512,Dell,24
Ubuntu,8,intel,57,1.33,30190000,1,Intel,i5,14,1920,1200,FHD,SSD,256,Dell,12
Win,16,intel,66,1.33,27690000,1,Intel,i7,13.3,2880,1800,2.8K,SSD,512,HP,24
Win,8,intel,38,1.34,5499000,1,Intel,i5,13.3,2160,1440,FHD,SSD,256,Chuwi,16
No OS,16,nvidia,50,1.34,38990000,1,Intel,i7,14,2240,1400,2.2K,SSD,512,Lenovo,24
Win,16,nvidia,50,1.34,41690000,1,Intel,i7,14,2240,1400,2.2K,SSD,512,Lenovo,24
No OS,16,nvidia,50,1.34,33390000,1,Intel,i5,14,2240,1400,2.2K,SSD,512,Lenovo,24
Win,32,nvidia,55,1.34,46190000,1,Intel,i7,14,2880,1800,2.8K,SSD,1024,Lenovo,48
No OS,32,nvidia,60,1.34,41990000,1,Intel,i7,14,2240,1400,2.2K,SSD,1024,Lenovo,48
Win,8,intel,66,1.34,21690000,1,Intel,i5,13.3,2880,1800,2.8K,SSD,512,HP,12
Win,16,intel,66,1.34,23490000,1,Intel,i5,13.3,2880,1800,2.8K,SSD,512,HP,24
Win,8,intel,66,1.34,21490000,1,Intel,i5,13.3,2880,1800,2.8K,SSD,512,HP,12
Win,8,intel,66,1.34,21490000,1,Intel,i5,13.3,2880,1800,2.8K,SSD,512,HP,12
Win,8,intel,66,1.34,25990000,1,Intel,i7,13.3,2880,1800,2.8K,SSD,512,HP,12
Win,8,intel,42,1.35,12199000,1,Intel,i3,14,1920,1080,FHD,SSD,256,Asus,8
Win,8,intel,51,1.35,30990000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,HP,12
Win,8,intel,51,1.35,34690000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,HP,12
Win,16,intel,65,1.35,22990000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,Lenovo,24
Win,16,intel,65,1.35,22990000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,Lenovo,24
Win,16,intel,65,1.35,23999000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,Lenovo,16
Win,16,intel,80,1.35,25990000,1,Intel,i7,17,2560,1600,FHD,SSD,512,LG,24
Win,16,intel,80,1.35,39990000,1,Intel,i7,17,2560,1600,FHD,SSD,1024,LG,24
No OS,16,intel,80,1.35,34490000,1,Intel,i7,17,2560,1600,FHD,SSD,256,LG,24
Win,16,intel,80,1.35,25990000,1,Intel,i7,17,2560,1600,FHD,SSD,512,LG,24
Win,16,intel,80,1.35,26990000,1,Intel,i7,17,2560,1600,FHD,SSD,1024,LG,24
No OS,16,intel,80,1.35,18990000,1,Intel,i5,17,2560,1600,FHD,SSD,256,LG,24
Ubuntu,8,intel,41,1.36,25490000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Dell,12
Ubuntu,8,intel,41,1.36,20390000,1,Intel,i5,14,1920,1080,FHD,SSD,256,Dell,12
Mac OS,8,intel,41,1.36,21590000,1,Intel,i5,14,1920,1080,FHD,SSD,256,Dell,12
Win,16,intel,51,1.36,30990000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,HP,24
Win,16,intel,51,1.36,37990000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,HP,24
Win,16,intel,51,1.36,39990000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,HP,24
Win,16,intel,51,1.36,31990000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,HP,24
Win,16,intel,51,1.36,36990000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,HP,24
Win,16,intel,51,1.36,35290000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,HP,24
No OS,16,intel,54,1.36,28690000,1,Intel,i5,14,1920,1080,FHD,SSD,256,Dell,24
Ubuntu,16,intel,54,1.36,30190000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Dell,24
Ubuntu,16,intel,54,1.36,28390000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Dell,24
Win,8,intel,54,1.36,31990000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Dell,12
Fedora,8,intel,54,1.36,21790000,1,Intel,i5,14,1920,1080,FHD,SSD,256,Dell,12
Fedora,16,intel,54,1.36,28990000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Dell,24
Win,32,intel,55,1.36,40490000,1,Intel,i7,14,2880,1800,2.8K,SSD,1024,Lenovo,48
No OS,16,intel,57,1.36,20499000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Lenovo,16
Win,16,intel,66,1.36,48690000,1,Intel,i7,13.5,3000,2000,3K,SSD,1024,HP,24
Win,16,intel,66,1.36,36990000,1,Intel,i7,13.5,3000,2000,3K,SSD,1024,HP,24
Win,16,intel,86,1.36,37890000,1,Intel,i7,13.5,1920,1280,WUXGA,SSD,512,HP,24
Ubuntu,8,intel,41,1.37,20599000,1,Intel,i5,14,1920,1080,FHD,SSD,256,Dell,32
Win,16,intel,42,1.37,24390000,1,Intel,i7,14,1920,1080,FHD,SSD,512,HP,24
Win,16,intel,47,1.37,13499000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Lenovo,16
Win,16,nvidia,47,1.37,13499000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Lenovo,16
Win,8,intel,51,1.37,19990000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,12
Win,16,intel,51,1.37,26690000,1,Intel,i7,14,1920,1080,FHD,SSD,512,HP,24
Win,16,intel,51,1.37,24690000,1,Intel,i7,14,1920,1080,FHD,SSD,512,HP,24
Win,16,intel,51,1.37,22690000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,24
Win,8,intel,51,1.37,21690000,1,Intel,i7,14,1920,1080,FHD,SSD,512,HP,12
Win,16,intel,51,1.37,20890000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,24
Win,8,intel,51,1.37,19990000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,12
Win,8,intel,51,1.37,21690000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,12
Win,16,amd,60,1.37,20790000,1,AMD,Ryzen 7,15,1920,1080,FHD,SSD,512,Dell,24
Win,8,intel,60,1.37,18999000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Dell,16
Win,16,intel,66,1.37,36890000,1,Intel,i7,13.5,3000,2000,3K,SSD,1024,HP,24
Win,16,intel,41,1.38,25999000,1,Intel,i7,14,1920,1080,FHD,SSD,512,HP,32
Win,16,intel,41,1.38,24999000,1,Intel,i7,14,1920,1080,FHD,SSD,512,HP,32
Win,16,intel,41,1.38,20499000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,32
Win,8,intel,41,1.38,19999000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,32
Win,8,intel,41,1.38,9299000,1,Intel,,6,1920,1080,FHD,SSD,512,HP,32
Win,8,intel,41.04,1.38,18999000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,16
Win,16,amd,42,1.38,12790000,1,AMD,Ryzen 5,14,1920,1080,FHD,SSD,512,Asus,24
Win,16,amd,42,1.38,12790000,1,AMD,Ryzen 5,14,1920,1080,FHD,SSD,512,Asus,24
Win,8,amd,42,1.38,7990000,1,AMD,Ryzen 3,14,1920,1080,FHD,SSD,256,Asus,12
Win,16,amd,42,1.38,12999000,1,AMD,Ryzen 5,14,1920,1080,FHD,SSD,512,Asus,16
Win,8,intel,44.5,1.38,16869000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Dell,8
Win,16,intel,45,1.38,18990000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,Lenovo,24
No OS,16,intel,45,1.38,18590000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,Lenovo,24
Win,16,amd,56.5,1.38,20999000,1,AMD,Ryzen 7,14,2880,1800,FHD,SSD,512,Lenovo,16
Win,16,amd,56.5,1.38,19999000,1,AMD,Ryzen 5,14,2880,1800,FHD,SSD,512,Lenovo,16
Win,16,nvidia,61,1.38,29999000,1,Intel,i7,14,2880,1800,FHD,SSD,1024,Lenovo,16
None,24,nvidia,66,1.38,35690000,1,Intel,i7,14,2240,1400,2.2K,SSD,512,Lenovo,36
