os,ram,vga,battery,weight,price,webcam,chipset,chipset_gen,screen_size,screen_width,screen_height,screen_revolution,storage_type,storage,brand,ram_max
Fedora,16,intel,42,1.39,22799000,1,Intel,i5,14,1920,1080,FHD,SSD,256,Dell,32
Fedora,16,intel,42,1.39,29999000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Dell,32
Dos,8,intel,46,1.39,18499000,1,Intel,i5,13.3,1920,1080,FHD,SSD,512,Lenovo,8
Dos,8,intel,46,1.39,18499000,1,Intel,i5,13.3,1920,1080,FHD,SSD,512,Lenovo,8
Win,16,nvidia,54,1.39,48999000,1,Intel,i7,14,1920,1080,FHD,SSD,1024,Dell,32
Win,16,nvidia,54,1.39,48999000,1,Intel,i7,14,1920,1080,FHD,SSD,1024,Dell,32
Win,16,amd,75,1.39,21590000,1,AMD,Ryzen 5,14,2880,1800,FHD,SSD,512,Asus,24
Win,16,intel,75,1.39,22990000,1,Intel,i5,14,2880,1800,FHD,SSD,512,Asus,24
Win,16,intel,75,1.39,26490000,1,Intel,i7,14,2880,1800,2.8K,SSD,512,Asus,24
Win,16,intel,75,1.39,22990000,1,Intel,i5,14,2880,1800,FHD,SSD,512,Asus,24
Win,8,intel,75,1.39,20999000,1,Intel,i5,14,2880,1800,FHD,SSD,512,Asus,16
Win,16,intel,75,1.39,22999000,1,Intel,i5,14,2880,1800,FHD,SSD,512,Asus,32
Win,32,nvidia,90,1.39,48990000,1,Intel,i7,14,1920,1080,FHD,SSD,1024,Dell,48
Win,8,intel,44.5,1.39,17479000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Dell,8
Win,4,intel,37,1.4,7299000,1,Intel,i3,14,1920,1080,FHD,SSD,128,Asus,20
Win,8,amd,39,1.4,11299000,1,AMD,Ryzen 5,14,1920,1080,FHD,SSD,512,MSI,8
Win,8,amd,40,1.4,11990000,1,AMD,Ryzen 5,14,1920,1080,FHD,SSD,512,Acer,12
Win,8,intel,40,1.4,12690000,1,Intel,i3,14,1920,1200,WUXGA,SSD,512,Acer,12
Win,8,intel,40,1.4,9990000,1,Intel,i3,14,1920,1080,FHD,SSD,512,Acer,12
Win,8,amd,40,1.4,11999000,1,AMD,Ryzen 5,14,1920,1080,FHD,SSD,512,Acer,8
Win,8,intel,40,1.4,10799000,1,Intel,i3,14,1920,1080,FHD,SSD,512,Acer,16
Win,8,intel,41,1.4,16990000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,12
Win,16,intel,41,1.4,19990000,1,Intel,i7,14,1920,1080,FHD,SSD,512,HP,24
Win,16,intel,41,1.4,17490000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,24
Win,8,intel,41,1.4,15499000,1,Intel,i5,14,1920,1080,FHD,SSD,512,MSI,16
Win,8,intel,41,1.4,15799000,1,Intel,i5,14,1920,1080,FHD,SSD,512,MSI,16
Win,16,intel,41,1.4,28999000,1,Intel,i7,14,1920,1080,FHD,SSD,1024,Acer,32
Win,16,intel,41,1.4,16399000,1,Intel,i5,14,1920,1080,FHD,SSD,512,MSI,16
Dos,16,intel,41,1.4,34999000,1,Intel,i5,16,2560,1600,FHD,SSD,512,LG,16
Dos,8,intel,41,1.4,22999000,1,Intel,i5,14,1920,1200,WUXGA,SSD,256,LG,8
Win,16,intel,41,1.4,26999000,1,Intel,i5,14,1920,1200,WUXGA,SSD,256,LG,16
Win,16,intel,41,1.4,16599000,1,Intel,i5,14,1920,1080,FHD,SSD,512,MSI,16
Win,8,intel,41,1.4,14999000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Lenovo,40
Win,16,intel,41,1.4,19499000,1,Intel,i7,14,1920,1080,FHD,SSD,512,MSI,16
Win,8,intel,41,1.4,21989000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Acer,32
Win,16,nvidia,41,1.4,25489000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Acer,32
Win,16,intel,41,1.4,15799000,1,Intel,i5,14,1920,1080,FHD,SSD,512,MSI,16
Win,16,intel,41,1.4,33699000,1,Intel,,14,1920,1200,WUXGA,SSD,512,LG,16
Win,16,intel,41,1.4,13299000,1,Intel,i5,14,1920,1080,FHD,SSD,512,MSI,16
Mac OS,8,intel,41,1.4,29499000,1,Apple, M2,13.3,2560,1600,FHD,SSD,256,Apple,24
Mac OS,16,intel,41,1.4,35999000,1,Apple, M2,13.3,2560,1600,FHD,SSD,256,Apple,24
Mac OS,16,intel,41,1.4,40199000,1,Apple, M2,13.3,2560,1600,FHD,SSD,512,Apple,24
Mac OS,8,intel,41,1.4,29499000,1,Apple, M2,13.3,2560,1600,FHD,SSD,256,Apple,24
Mac OS,8,intel,41,1.4,34299000,1,Apple, M2,13.3,2560,1600,FHD,SSD,512,Apple,24
Mac OS,8,intel,41,1.4,33999000,1,Apple, M2,13.3,2560,1600,FHD,SSD,512,Apple,24
Mac OS,16,intel,41,1.4,40199000,1,Apple, M2,13.3,2560,1600,FHD,SSD,512,Apple,24
Mac OS,16,intel,41,1.4,35999000,1,Apple, M2,13.3,2560,1600,FHD,SSD,256,Apple,24
Win,16,intel,41.04,1.4,18999000,1,Intel,i7,14,1920,1080,FHD,SSD,512,HP,32
Win,16,intel,41.04,1.4,16499000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,32
Win,4,intel,41.04,1.4,10899000,1,Intel,i3,14,1920,1080,FHD,SSD,256,HP,8
Win,4,intel,41.04,1.4,11999000,1,Intel,i3,14,1920,1080,FHD,SSD,512,HP,8
Win,4,intel,41.04,1.4,16499000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,8
Win,16,intel,41.04,1.4,18999000,1,Intel,i7,14,1920,1080,FHD,SSD,512,HP,32
Win,16,intel,41.04,1.4,16499000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,32
Win,8,intel,42,1.4,9790000,1,Intel,i3,14,1920,1080,FHD,SSD,256,Asus,12
Win,8,intel,42,1.4,12990000,1,Intel,i5,14,1920,1080,FHD,SSD,256,Asus,12
Win,8,intel,42,1.4,15999000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Asus,16
No OS,8,intel,45,1.4,21290000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,12
Win,8,intel,45,1.4,22490000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,12
No OS,16,intel,45,1.4,22390000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,24
Win,16,intel,45,1.4,23490000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,24
Win,8,intel,45,1.4,16490000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,12
No OS,8,intel,45,1.4,14499000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Lenovo,40
No OS,16,intel,45,1.4,15499000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Lenovo,40
Win,8,intel,45,1.4,18999000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Lenovo,40
Win,8,intel,45,1.4,16699000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Lenovo,40
No OS,16,intel,45,1.4,22000000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Lenovo,40
Dos,8,intel,46.5,1.4,24499000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,16
Win,8,intel,50,1.4,9990000,1,Intel,i3,14,1920,1080,FHD,SSD,512,Acer,12
No OS,16,intel,50,1.4,24190000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,24
Win,16,amd,50,1.4,16499000,1,AMD,Ryzen 5,14,1920,1200,WUXGA,SSD,512,Asus,32
Win,16,amd,50,1.4,16499000,1,AMD,Ryzen 5,14,1920,1200,WUXGA,SSD,512,Asus,16
Win,8,intel,50,1.4,14999000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Acer,20
Win,16,intel,57,1.4,31190000,1,Intel,i7,14,2880,1800,2.8K,SSD,1024,Acer,24
Win,16,intel,57,1.4,33499000,1,Intel,i7,14,2880,1800,FHD,SSD,1024,Acer,16
Dos,8,intel,60,1.4,11990000,1,Intel,i3,14,1920,1080,FHD,SSD,512,Lenovo,12
No OS,8,intel,60,1.4,15990000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,12
Win,8,intel,60,1.4,18290000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Lenovo,12
Win,8,intel,60,1.4,12890000,1,Intel,i5,14,1920,1080,FHD,SSD,256,Lenovo,12
Win,16,intel,61,1.4,21499000,1,Intel,i7,14,2880,1800,FHD,SSD,512,Lenovo,16
Win,16,intel,61,1.4,21499000,1,Intel,i7,14,2880,1800,FHD,SSD,512,Lenovo,16
Win,16,nvidia,62,1.4,22290000,1,Intel,i5,14,2880,1800,2.8K,SSD,512,Lenovo,24
Win,16,intel,63,1.4,22490000,1,Intel,i9,14,1920,1080,2.8K,SSD,512,Asus,24
Win,16,nvidia,63,1.4,23990000,1,Intel,i5,14,2880,1800,2.8K,SSD,512,Asus,24
Win,16,nvidia,63,1.4,24490000,1,Intel,i5,14,2880,1800,2.8K,SSD,512,Asus,24
Win,16,intel,63,1.4,22999000,1,Intel,i9,14,1920,1080,FHD,SSD,512,Asus,16
Win,8,intel,70,1.4,11499000,1,Intel,i5,14,1920,1200,FHD,SSD,512,Asus,16
Dos,8,intel,72,1.4,22499000,1,Intel,i3,14,1920,1200,WUXGA,SSD,256,LG,16
Win,16,intel,72,1.4,24699000,1,Intel,i5,14,1920,1200,FHD,SSD,512,MSI,16
Win,16,intel,75,1.4,31499000,1,Intel,i7,13.3,1920,1200,FHD,SSD,512,MSI,16
No OS,16,intel,90,1.4,32190000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,Lenovo,24
No OS,16,intel,90,1.4,33990000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,Lenovo,24
Win,8,intel,37,1.41,9099000,1,Intel,i3,14,1920,1080,FHD,SSD,256,Asus,32
Win,8,intel,38,1.41,17779000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Dell,12
Win,8,intel,38,1.41,14749000,1,Intel,i3,14,1920,1080,FHD,SSD,512,Dell,12
Win,8,intel,43,1.41,11790000,1,Intel,i3,14,1920,1080,FHD,SSD,512,HP,12
Win,8,intel,43,1.41,11790000,1,Intel,i3,14,1920,1080,FHD,SSD,512,HP,12
Win,16,intel,43,1.41,17190000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,24
Win,8,intel,43,1.41,15690000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,12
Win,8,intel,43,1.41,14990000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,12
Win,16,intel,43,1.41,20690000,1,Intel,i7,14,1920,1080,FHD,SSD,512,HP,24
Win,8,intel,43,1.41,18790000,1,Intel,i7,14,1920,1080,FHD,SSD,512,HP,12
Win,8,intel,43,1.41,15690000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,12
Win,8,intel,43,1.41,14990000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,12
Win,8,intel,50,1.41,19499000,1,Intel,i5,14,2880,1800,FHD,SSD,512,Asus,32
Win,8,intel,51,1.41,21490000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,12
Win,16,intel,51,1.41,22490000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,24
Win,16,intel,51,1.41,23590000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,24
Win,16,intel,51,1.41,27590000,1,Intel,i7,14,1920,1080,FHD,SSD,512,HP,24
Win,16,intel,51,1.41,26190000,1,Intel,i7,14,1920,1080,FHD,SSD,512,HP,24
Win,16,amd,56.5,1.41,19599000,1,Intel,i7,14,2240,1400,FHD,SSD,512,Lenovo,16
Win,8,intel,65,1.41,33990000,1,Intel,i5,13,2880,1920,3K,SSD,512,Dell,12
Win,8,nvidia,76,1.41,38999000,1,AMD,Ryzen 7,14,1920,1200,FHD,SSD,512,Asus,24
Win,8,intel,38,1.43,13290000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Lenovo,12
Win,16,intel,38,1.43,15190000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Lenovo,24
No OS,16,intel,38,1.43,10990000,1,Intel,i3,14,1920,1080,FHD,SSD,512,Lenovo,24
Win,8,intel,38,1.43,11390000,1,Intel,i3,14,1920,1080,FHD,SSD,512,Lenovo,12
No OS,8,intel,38,1.43,18190000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,12
No OS,16,intel,38,1.43,12890000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Lenovo,24
Win,8,intel,38,1.43,19490000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,12
No OS,4,intel,38,1.43,7990000,1,Intel,i3,14,1920,1080,FHD,SSD,256,Lenovo,6
No OS,16,intel,38,1.43,18690000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,24
No OS,8,intel,38,1.43,9890000,1,Intel,i3,14,1920,1080,FHD,SSD,256,Lenovo,12
Win,8,intel,47,1.43,19999000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,Lenovo,16
Win,8,intel,47,1.43,23999000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,Lenovo,16
Win,16,intel,40,1.44,51490000,1,Intel,i7,15,2560,1600,QHD,SSD,512,Dell,24
Win,16,intel,40,1.44,58990000,1,Intel,i7,14,2560,1600,QHD,SSD,512,Dell,24
Win,8,intel,41,1.44,16599000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Dell,16
Win,8,intel,41,1.44,12099000,1,Intel,i3,14,1920,1080,FHD,SSD,256,Dell,16
Win,16,nvidia,41,1.44,24299000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Dell,16
Win,8,intel,41,1.44,12099000,1,Intel,i3,14,1920,1080,FHD,SSD,256,Dell,16
Win,16,nvidia,41,1.44,24299000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Dell,16
Win,8,intel,41,1.44,16599000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Dell,16
Win,32,intel,58,1.44,35990000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Dell,48
Win,16,intel,42,1.45,15990000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Asus,24
Win,8,intel,42,1.45,15999000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Asus,16
Win,8,intel,42,1.45,14499000,1,Intel,i5,14,1920,1080,FHD,SSD,256,Asus,16
Win,8,intel,63,1.45,16990000,1,Intel,i5,14,2880,1800,2.8K,SSD,512,Asus,12
Win,8,intel,71,1.45,17490000,1,Intel,i5,14,2240,1400,2.2K,SSD,512,Lenovo,12
Win,8,intel,41,1.46,13390000,1,Intel,i5,14,1920,1080,FHD,SSD,256,HP,12
Win,8,intel,41,1.46,15290000,1,Intel,i7,14,1920,1080,FHD,SSD,512,HP,12
Win,8,intel,41,1.46,10890000,1,Intel,i3,14,1920,1080,FHD,SSD,256,HP,12
Win,8,intel,41,1.46,12490000,1,Intel,i3,14,1920,1080,FHD,SSD,512,HP,12
Win,16,intel,56.6,1.46,19999000,1,Intel,i5,14,1920,1200,WUXGA,SSD,1024,Lenovo,16
Win,16,intel,56.6,1.46,21999000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,Lenovo,16
Win,16,intel,56.6,1.46,17999000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,Lenovo,16
Mac OS,16,intel,86,1.46,32990000,1,Intel,i7,14,2880,1800,3K,SSD,1024,Dell,24
Win,4,intel,41,1.47,10290000,1,Intel,i3,14,1920,1080,FHD,SSD,256,HP,6
Win,8,intel,41,1.47,12890000,1,Intel,i3,14,1920,1080,FHD,SSD,512,HP,12
Win,8,intel,41,1.47,10890000,1,Intel,i3,14,1920,1080,FHD,SSD,256,HP,12
Win,8,intel,41,1.47,16890000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,12
Win,16,intel,41,1.47,20690000,1,Intel,i7,14,1920,1080,FHD,SSD,512,HP,24
Win,16,intel,41,1.47,17990000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,24
Win,8,intel,41,1.47,19490000,1,Intel,i7,14,1920,1080,FHD,SSD,512,HP,12
Win,8,intel,41,1.47,16490000,1,Intel,i5,14,1920,1080,FHD,SSD,256,HP,12
Win,8,intel,41,1.47,10390000,1,Intel,i3,14,1920,1080,FHD,SSD,256,HP,12
Win,8,intel,41,1.47,11990000,1,Intel,i3,14,1920,1080,FHD,SSD,256,HP,12
No OS,8,intel,50,1.47,32999000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Lenovo,24
No OS,8,intel,50,1.47,38999000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,24
Win,8,nvidia,41,1.48,21999000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Dell,16
Win,32,intel,57,1.48,43490000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,Lenovo,48
No OS,16,intel,57,1.48,32690000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,Lenovo,24
Win,32,nvidia,72,1.48,49990000,1,Intel,i7,14,2560,1600,QHD,SSD,512,Dell,48
Win,32,nvidia,72,1.48,46490000,1,Intel,i7,14,1920,1200,FHD,SSD,512,Dell,48
Win,8,intel,41,1.49,11999000,1,Intel,i5,14,1920,1080,FHD,SSD,256,HP,64
Win,8,intel,41,1.49,16099000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Dell,16
Win,12,intel,42,1.49,12790000,1,Intel,i5,14,1920,1080,FHD,SSD,256,Asus,18
Win,16,nvidia,63,1.49,32990000,1,Intel,i5,14,2880,1800,2.8K,SSD,1024,Dell,24
Win,16,nvidia,73,1.49,33990000,1,Intel,i7,14.5,3072,1920,3K,SSD,512,Lenovo,24
Win,16,nvidia,73,1.49,33999000,1,Intel,i7,14,0,4,FHD,SSD,512,Lenovo,32
Dos,8,intel,41,1.5,24999000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,Lenovo,24
Win,16,amd,41,1.5,37999000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,16
Dos,16,amd,41,1.5,35999000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,16
Win,8,intel,42,1.5,12990000,1,Intel,i5,14,1920,1080,FHD,SSD,256,Asus,12
Win,8,intel,42,1.5,14999000,1,Intel,i5,14,1920,1080,FHD,SSD,256,Asus,40
Win,12,amd,50,1.5,14590000,1,AMD,Ryzen 7,16,1920,1200,WUXGA,SSD,512,Asus,18
Win,16,amd,50,1.5,15790000,1,AMD,Ryzen 5,14,1920,1200,WUXGA,SSD,512,Asus,24
Win,16,amd,50,1.5,15990000,1,AMD,Ryzen 5,14,1920,1200,WUXGA,SSD,512,Asus,24
Win,8,intel,50,1.5,13490000,1,Intel,i3,14,1920,1200,WUXGA,SSD,256,Asus,12
Win,16,intel,50,1.5,15690000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,Acer,24
Win,16,intel,50,1.5,22690000,1,Intel,i9,14,1920,1200,WUXGA,SSD,512,Asus,24
Win,16,intel,50,1.5,17990000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,Acer,24
Win,16,intel,54,1.5,22190000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Dell,24
Win,16,nvidia,54,1.5,26490000,1,Intel,i5,14,2560,1600,2.5K,SSD,512,Dell,24
Win,16,intel,54,1.5,24790000,1,Intel,i7,14,1920,1200,FHD,SSD,1024,Dell,24
Win,16,nvidia,54,1.5,28490000,1,Intel,i7,14,2560,1600,2.5K,SSD,1024,Dell,24
Win,8,intel,54,1.5,19690000,1,Intel,i5,14,1920,1200,FHD,SSD,512,Dell,12
Win,16,intel,54,1.5,24990000,1,Intel,i7,14,1920,1200,FHD,SSD,512,Dell,24
Win,16,nvidia,54,1.5,24790000,1,Intel,i5,14,1920,1200,FHD,SSD,512,Dell,24
Win,8,intel,55,1.5,16990000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,Lenovo,12
Dos,16,intel,57,1.5,31999000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,Lenovo,48
Dos,16,intel,57,1.5,32999000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,Lenovo,48
Win,16,intel,75,1.5,25590000,1,Intel,i5,14,2880,1800,2.8K,SSD,512,Asus,24
Win,16,intel,75,1.5,28990000,1,Intel,i7,14,2880,1800,2.8K,SSD,512,Asus,24
Win,16,intel,75,1.5,81990000,1,Intel,i7,17.3,2560,1920,2.5K,SSD,1024,Asus,24
Win,8,intel,90,1.5,10790000,1,Intel,i3,14,1920,1200,WUXGA,SSD,512,Acer,12
Dos,8,intel,90,1.5,24999000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,Lenovo,24
Win,8,intel,96,1.5,23499000,0,Intel,i9,14,1920,1080,FHD,SSD,512,Asus,16
Fedora,8,intel,41,1.52,15190000,1,Intel,i5,14,1920,1080,FHD,SSD,256,Dell,12
Fedora,8,intel,41,1.52,16499000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Dell,32
Fedora,8,intel,41,1.52,22499000,1,Intel,i7,14,1920,1080,FHD,SSD,256,Dell,32
Fedora,8,intel,41,1.52,15899000,1,Intel,i5,14,1920,1080,FHD,SSD,256,Dell,32
Win,16,intel,43,1.52,21990000,1,Intel,i7,15.6,1920,1080,FHD,SSD,1024,HP,24
Win,8,intel,43,1.52,14990000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,12
Win,8,intel,43.3,1.53,18499000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,16
Win,16,intel,43.3,1.53,24999000,1,Intel,i7,14,1920,1080,FHD,SSD,512,HP,32
Win,8,intel,43.3,1.53,20999000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,16
Win,16,intel,43.3,1.53,21999000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,32
No OS,16,intel,47,1.53,22990000,1,Intel,i7,14,1920,1200,WUXGA,SSD,512,Lenovo,24
No OS,8,intel,47,1.53,18690000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,Lenovo,12
No OS,16,intel,47,1.53,19890000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,Lenovo,24
No OS,16,intel,47,1.53,19690000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,Lenovo,24
Dos,16,intel,47,1.53,19499000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,Lenovo,40
Dos,8,intel,47,1.53,18499000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,Lenovo,16
Dos,16,intel,47,1.53,19499000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,Lenovo,40
Win,16,intel,54,1.53,25299000,1,Intel,i7,14,1920,1200,FHD,SSD,1024,Dell,32
Win,16,intel,54,1.53,25999000,1,Intel,i7,14,1920,1200,FHD,SSD,512,Dell,32
Win,16,nvidia,54,1.53,26999000,1,Intel,i5,14,2560,1600,2.5K,SSD,512,Dell,32
Win,16,intel,54,1.53,25299000,1,Intel,i7,14,1920,1200,FHD,SSD,1024,Dell,32
Win,16,intel,60,1.53,65990000,1,Intel,i7,14,2560,1600,QHD,SSD,512,Dell,24
Win,16,intel,60,1.53,69999000,1,Intel,i7,14,2560,1600,QHD,SSD,512,Dell,32
,8,intel,42,1.54,27390000,1,Intel,i7,14,1920,1080,FHD,SSD,256,Dell,12
,8,intel,42,1.54,22990000,1,Intel,i3,14,1920,1080,FHD,SSD,256,Dell,12
Win,16,amd,54,1.54,13890000,1,AMD,Ryzen 5,14,2240,1400,2.2K,SSD,512,Dell,24
Win,16,nvidia,54,1.54,27999000,1,Intel,i7,14,1920,1200,FHD,SSD,1024,Dell,32
Win,8,amd,50,1.55,15990000,1,AMD,Ryzen 5,14,1920,1200,WUXGA,SSD,512,Lenovo,12
Win,16,amd,50,1.55,18590000,1,AMD,Ryzen 7,14,1920,1200,WUXGA,SSD,1024,Lenovo,24
Win,16,intel,90,1.55,22490000,1,Intel,i7,14,2240,1400,2.2K,SSD,512,Lenovo,24
Win,16,intel,70,1.56,22990000,1,Intel,i7,14.5,2880,1800,2.8K,SSD,512,Asus,24
Mac OS,16,intel,90,1.56,35990000,1,Intel,i7,16,2880,1800,3K,SSD,512,Dell,24
Mac OS,16,intel,90,1.56,35990000,1,Intel,i7,16,2880,1800,3K,SSD,512,Dell,24
Win,16,intel,54,1.57,23990000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Dell,24
Win,8,amd,54,1.58,14990000,1,AMD,Ryzen 5,14,1920,1200,FHD,SSD,512,Dell,12
Win,16,amd,54,1.58,20990000,1,AMD,Ryzen 7,14,1920,1200,FHD,SSD,1024,Dell,24
Win,16,intel,54,1.58,21990000,1,Intel,i7,14,1920,1200,FHD,SSD,1024,Dell,24
